daily_sum,daily_max
19.94,4.33
20.96,4.62
23.05,4.5200000000000005
23.18,4.03
0.0,0.0
25.21,3.96
27.52,5.01
15.722477381714324,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
20.397594314088863,3.410799114818433
31.146768105574772,8.129999999999999
22.74,5.99
0.0,0.0
8.23,3.35
40.77,6.37
25.65999999999998,5.72
22.30999999999996,6.19
21.080000000000002,3.72
15.39,3.98
0.0,0.0
21.69,4.37
23.2599999999999,4.87
23.2699999999999,4.15
18.61,5.88
32.86,5.93
10.7799999999999,4.62
0.04,0.04
29.2299999999999,4.68
12.89,4.68
25.8,4.73
14.36000000000019,3.56
13.1,3.42
17.550000000000303,4.04
0.11,0.11
11.87000000000019,2.72
10.43999999999989,2.8000000000000003
21.1400000000002,6.23
16.090000000000302,4.53
14.04,2.79
19.10000000000009,4.26
0.0,0.0
24.03999999999999,5.75
0.0,0.0
14.919999999999881,2.56
10.02999999999997,2.74
15.84999999999997,3.30999999999999
20.889999999999873,3.4599999999999
0.0,0.0
19.76,4.73
4.17,1.99
15.42999999999987,2.61
10.99999999999997,2.79
12.99999999999999,4.41
22.63999999999979,7.38
0.0,0.0
38.6999999999999,6.99
19.04,4.51
21.46999999999999,5.91
18.49999999999986,4.029999999999999
18.320000000000192,4.76
22.589999999999982,3.99
0.0,0.0
24.0199999999999,5.5600000000000005
22.91999999999987,5.45
17.289999999999992,3.75
21.15999999999986,4.9399999999999995
19.95999999999998,4.03
22.050000000000182,5.4
0.0,0.0
23.40000000000024,4.15
12.40999999999999,4.47
12.49999999999998,7.470000000000001
19.89999999999996,5.42
18.72999999999988,4.4
23.31999999999999,5.36
0.0,0.0
29.26999999999999,4.84
16.92169342579273,2.7
23.237592615730623,3.885691572437069
23.237592615730623,3.885691572437069
18.283121342745886,3.7899999999999903
14.47999999999999,3.84
13.81,6.0
10.26999999999998,3.0900000000000003
0.0,0.0
13.04999999999999,3.89
15.009999999999991,2.52
9.669999999999881,2.29
12.660000000000041,4.49
7.119999999999999,4.43
10.149999999999851,2.52
7.24999999999999,1.55
12.39000000000015,1.8500000000002
11.58999999999996,2.95
15.700000000000081,2.7299999999999
9.06999999999994,3.6
0.0,0.0
24.00999999999989,3.93
10.68999999999998,2.64
5.16,3.32
9.35999999999996,1.77
9.96999999999978,2.98
21.34000000000006,3.899999999999899
0.0,0.0
22.360000000000362,5.82
14.56999999999976,2.93
9.9400000000002,2.32
18.3100000000006,4.3
17.07999999999904,4.39
18.23,4.08
9.91000000000008,4.91
18.75,6.4399999999999995
9.829999999999279,4.64
11.66000000000016,3.83
4.93999999999982,2.78999999999966
2.7900000000000005,2.7900000000000005
14.91,4.92
0.0,0.0
14.99999999999904,3.42
8.42999999999968,3.01
21.45999999999976,4.50999999999976
26.72999999999932,7.109999999999999
41.12,8.23
28.53999999999986,4.4399999999999995
6.9299999999997,4.29
20.329999999999963,8.55
