daily_sum,daily_max
46.65999999999999,7.53
42.0,6.87
41.40511688143457,6.2299999999999995
44.968893346052056,5.048243003306279
44.968893346052056,5.048243003306279
44.92709642646132,5.048243003306279
52.21,6.72
50.34999999999999,7.13
48.53999999999999,7.18
67.91,8.8
39.97,7.42
0.0,0.0
61.69999999999989,8.28
54.870000000000005,8.4
60.28999999999999,7.59
44.91999999999999,7.220000000000001
53.99,8.64
41.63999999999998,7.29
32.13999999999999,7.01
18.32,6.74
70.45,8.2
42.72999999999999,7.4
52.55,8.17
61.28999999999999,8.41
37.6400000000002,7.08
39.63,7.48
32.43999999999999,8.379999999999999
26.34,7.38
58.65999999999999,8.72
60.47999999999998,6.99
64.20000000000009,7.96
63.3400000000002,8.27
1.28,0.94
73.61999999999999,7.83
40.66000000000036,7.120000000000001
70.70999999999992,8.149999999999999
61.79000000000006,7.79
58.70999999999972,7.83
76.8500000000001,7.45
0.0,0.0
55.44999999999996,6.92
67.80000000000037,7.1899999999999995
58.00000000000016,6.27
45.97999999999986,6.53
50.50000000000016,6.96
40.94000000000006,6.49
1.31999999999986,0.5600000000001
79.8200000000004,7.859999999999999
52.4600000000002,7.83
60.17999999999986,8.31
0.0,0.0
56.57999999999972,7.99
55.30999999999966,8.94
0.0,0.0
69.62578868125318,7.25
49.26359032896215,5.530369032702995
62.08062098978459,8.059999999999999
58.60000000000012,7.470000000000001
21.57000000000016,9.91
0.02999999999972,0.01999999999996
0.0,0.0
0.01999999999996,0.0100000000002
0.0,0.0
0.0,0.0
0.6600000000001,0.6499999999999
53.25535406701716,6.5600000000000005
41.56006844902905,4.665565664474159
41.56006844902905,4.665565664474159
58.18450903492492,8.870000000000001
66.64999999999962,8.77
63.99999999999976,8.57
50.069999999999816,8.62
48.85999999999966,9.4
52.3300000000005,8.57
0.0,0.0
47.4700000000002,6.529999999999999
59.5400000000008,7.2
82.6400000000002,8.1
74.37,8.56
73.2199999999999,8.66
73.20000000000002,7.78
0.0100000000002,0.0100000000002
68.890000000002,8.08
74.30000000000001,8.469999999999999
64.11999999999871,7.31
54.17000000000041,7.92
61.58000000000041,8.559999999999999
78.41000000000001,8.71
2.52,2.52
64.20445345279798,7.11
69.41669211523372,7.792771940965725
71.88885443196762,7.91
55.4000000000008,7.34
55.23999999999891,7.68
52.6700000000026,7.25
0.0,0.0
58.20000000000002,7.63
56.3900000000024,7.41
57.279999999999,8.71
48.8200000000001,8.290000000000001
56.4299999999996,7.63
63.56000000000021,8.31
0.039999999999909996,0.0100000000002
74.23122721107151,8.137611977498251
60.18203550982498,7.68
65.69255175570832,7.374697042643702
64.16418552339678,8.2
64.1899999999994,8.4
72.2199999999992,8.65
0.0100000000002,0.0100000000002
79.9900000000002,8.37
68.11000000000121,7.95
55.17000000000032,7.949999999999999
55.73000000000291,7.68
59.79999999999882,7.11
71.96999999999971,7.5
0.0,0.0
60.5500000000012,6.779999999999999
40.50000000000071,6.68
67.9500000000007,7.24
53.88972566973072,7.29
42.74045605884619,4.7980768972188255
42.74045605884619,4.7980768972188255
42.74045605884619,4.7980768972188255
42.74045605884619,4.7980768972188255
42.74045605884619,4.7980768972188255
42.74045605884619,4.7980768972188255
25.917537977191934,4.287422204745682
0.0,0.0
0.0,0.0
0.0,0.0
5.11000000000071,2.46
0.0,0.0
0.0,0.0
0.0100000000002,0.0100000000002
8.70999999999911,2.48
1.2399999999998998,1.16
0.06999999999961,0.0299999999997
0.02999999999971,0.0100000000002
0.0,0.0
1.9199999999989,0.9599999999997
0.0,0.0
0.0,0.0
3.7699999999992,2.459999999999
0.02999999999971,0.0100000000002
0.0,0.0
0.0,0.0
28.561497339092483,6.46
34.50026007350827,3.873026075782352
34.50026007350827,3.873026075782352
26.817982513891092,3.62040692486589
0.0,0.0
53.740135411837976,9.62
43.1812935510641,4.847565657561636
43.1812935510641,4.847565657561636
43.1812935510641,4.847565657561636
33.56598393496911,4.53138190447971
7.919999999999499,4.3
0.0200000000004,0.0100000000002
50.21106809411889,6.152456484991997
54.80503995323337,6.152456484991997
62.033891952648496,8.64
4.029999999999999,2.55
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
32.68,7.699999999999999
37.76,7.549999999999999
44.426282117328654,7.87
24.639841941561095,2.7660878538159257
57.359135396480895,6.708704160363084
49.13474054462935,6.46
49.639999999999965,6.609999999999999
49.98999999999998,7.8
70.74,8.04
56.53,8.75
0.02999999999998,0.01
81.5,8.52
58.0900000000001,7.84
76.4599999999999,9.18
66.85,9.47
65.8800000000001,9.45
47.87999999999999,9.33
0.88,0.88
21.12,8.370000000000001
0.0,0.0
22.42999999999998,8.58
69.34,8.98
61.546582734493185,7.500142653177002
68.11341726550681,9.15
0.0,0.0
65.50999999999999,9.47
83.07000000000001,9.35
75.16,10.03
54.53999999999998,9.67
61.68,9.82
69.9299999999999,10.6
0.0,0.0
78.00999999999998,9.64
60.69999999999987,9.49
73.5500000000002,10.54
96.0000000000002,10.34
85.11484873373142,11.490844589225306
95.38515126626858,10.2678850919799
0.00999999999999,0.00999999999999
68.72999999999992,9.38
75.50109186301364,9.2
58.88403655694451,6.610367821762811
97.81487158004182,11.26
86.50000000000016,10.55
101.9300000000002,11.05
0.0,0.0
92.0500000000004,10.95
47.939999999999756,11.01
107.13000000000021,11.155635006222608
102.82,11.67
64.08000000000006,11.04
87.66,10.66
0.0,0.0
18.79,7.94
19.4700000000002,6.040000000000001
74.21,10.44
86.9100000000004,12.1
73.9100000000001,11.27
84.07999999999976,11.42
0.0,0.0
0.10999999999966001,0.07999999999996
0.02,0.02
0.0,0.0
0.01999999999996,0.0100000000002
0.0,0.0
0.01999999999996,0.0100000000002
0.0,0.0
0.0100000000002,0.0100000000002
0.00999999999976,0.00999999999976
0.0,0.0
4.7699999999997,4.0099999999999
0.0400000000004,0.0300000000002
55.619999999999756,7.85
0.0,0.0
50.10999999999976,9.43
55.35999999999976,7.529999999999999
44.5399999999998,8.03
42.97,9.1
56.329999999999956,9.64
42.92999999999966,9.19
0.0,0.0
32.4600000000004,7.29
40.2000000000002,6.98
55.19999999999956,9.26
68.79999999999981,8.8
62.55999999999956,8.81
48.25999999999996,8.85
0.0,0.0
46.236408793175656,6.31
53.191971635844794,5.971372178904068
53.191619570979576,5.971372178904068
60.780000000000896,9.12
39.5700000000022,6.82
54.460000000000505,8.01
0.0,0.0
47.1899999999992,7.67
34.1800000000002,7.53
61.750000000000504,9.11
37.480000000001,8.58
49.9799999999994,9.03
44.6899999999999,7.48
0.0,0.0
43.7400000000002,7.96
32.17999999999891,6.77
34.44999999999991,6.78
51.82000000000101,8.09
