datetime,load
0,3.3409999999999447
1,3.133999999999761
2,2.9780000000000633
3,1.906999999999935
4,2.1699999999999338
5,2.2169999999999224
6,2.2149999999999057
7,1.8549999999997608
8,1.7170000000000445
9,1.547999999999922
10,1.493999999999852
11,2.570999999999897
12,3.3439999999999364
13,2.901999999999939
14,1.7209999999999954
15,1.650999999999862
16,1.286999999999797
17,2.5139999999999545
18,2.1080000000000796
19,2.805999999999838
20,3.881999999999997
21,3.530999999999874
22,3.350999999999854
23,2.6350000000001206
24,2.034999999999835
25,1.4890000000001482
26,1.3579999999999317
27,1.3670000000001126
28,1.3249999999998914
29,1.298000000000047
30,1.4709999999999843
31,0.9529999999999624
32,0.8709999999998954
33,1.2069999999998209
34,1.584999999999992
35,1.759999999999974
36,1.350999999999871
37,1.8719999999998695
38,1.285999999999886
39,0.8429999999999951
40,1.362999999999864
41,1.837999999999842
42,2.0579999999999363
43,2.944000000000047
44,3.684999999999822
45,3.676999999999967
46,4.180000000000036
47,2.384999999999924
48,1.8219999999999064
49,1.6139999999999746
50,1.5859999999998406
51,1.4859999999999147
52,1.4279999999998558
53,1.4509999999999974
54,1.5379999999999294
55,1.3469999999998246
56,1.5669999999998518
57,2.317999999999941
58,1.656999999999899
59,2.901999999999829
60,2.5099999999999274
61,2.362999999999991
62,2.32899999999993
63,1.829999999999917
64,2.3459999999999805
65,3.286999999999828
66,3.0910000000000055
67,3.086999999999864
68,3.54799999999991
69,3.1399999999998633
70,2.6279999999999273
71,2.0510000000000495
72,1.6750000000000198
73,1.628999999999888
74,1.5960000000000187
75,1.4949999999999606
76,1.4739999999999605
77,1.4659999999999864
78,1.5649999999998785
79,1.0730000000000133
80,0.8029999999998735
81,2.3879999999998467
82,2.6819999999999773
83,1.786999999999928
84,1.6259999999998818
85,1.6369999999998812
86,1.3629999999999136
87,3.0269999999999135
88,2.717999999999929
89,2.8489999999998834
90,2.802999999999881
91,3.2050000000000503
92,3.757000000000008
93,3.2719999999999145
94,2.8139999999999064
95,2.1699999999999893
96,1.7619999999999865
97,1.6290000000000575
98,1.5449999999998958
99,1.5500000000000265
100,1.5619999999999008
101,1.5759999999999834
102,1.6260000000000272
103,1.4959999999998956
104,1.2910000000000172
105,2.124999999999789
106,3.4469999999999774
107,3.557999999999832
108,3.4079999999998436
109,2.8629999999998774
110,1.9909999999998833
111,3.1890000000000516
112,2.8529999999998816
113,4.027999999999936
114,3.0510000000000206
115,3.4339999999998394
116,4.699000000000025
117,3.7199999999999225
118,2.8889999999999887
119,2.214999999999879
120,1.9799999999999536
121,1.718999999999936
122,1.5140000000000142
123,1.4839999999997973
124,1.450999999999956
125,1.4859999999999751
126,1.58199999999989
127,0.9539999999998768
128,1.1709999999998475
129,1.260999999999855
130,2.1339999999999826
131,2.345999999999982
132,1.94499999999986
133,1.6599999999999382
134,1.1689999999998957
135,1.6559999999999062
136,2.0859999999997147
137,2.4949999999998616
138,3.037999999999966
139,2.3109999999999724
140,4.659999999999844
141,3.519999999999972
142,3.1219999999999817
143,2.595000000000112
144,2.121999999999921
145,1.8229999999997808
146,1.6499999999999628
147,1.5610000000000468
148,1.517999999999981
149,1.549999999999912
150,1.6939999999999298
151,1.0349999999999244
152,1.382999999999835
153,1.7949999999999928
154,1.9519999999998343
155,1.99899999999989
156,1.5070000000000523
157,3.0089999999999093
158,2.145999999999954
159,1.881000000000028
160,1.8579999999998016
161,3.6239999999998824
162,1.961999999999916
163,5.011000000000015
164,4.104999999999852
165,3.301999999999893
166,3.020000000000063
167,2.5899999999998604
168,2.1979999999999085
169,1.839000000000114
170,1.5619999999999057
171,1.4999999999998996
172,1.4740000000000213
173,1.5339999999998828
174,1.583000000000066
175,0.8399999999998417
176,1.7569999999998922
177,1.9849999999999024
178,2.507999999999912
179,1.817999999999893
180,1.4859999999999514
