datetime,load
0,3.3409999999999447
1,3.133999999999761
2,2.9780000000000633
3,1.906999999999935
4,2.1699999999999338
5,2.2169999999999224
6,2.2149999999999057
7,1.8549999999997608
8,1.7170000000000445
9,5.617999999999922
10,4.083999999999852
11,11.160999999999897
12,10.263999999999935
13,13.55199999999994
14,4.550999999999996
15,3.360999999999862
16,3.9669999999997874
17,7.713999999999954
18,13.96800000000008
19,10.645999999999837
20,5.541999999999997
21,3.530999999999874
22,3.350999999999854
23,2.6350000000001206
24,2.034999999999835
25,1.4890000000001482
26,1.3579999999999317
27,1.3670000000001126
28,1.3249999999998914
29,1.298000000000047
30,1.4709999999999843
31,0.9529999999999624
32,0.8709999999998954
33,4.036999999999821
34,5.344999999999993
35,10.419999999999973
36,9.81099999999987
37,7.40199999999987
38,2.325999999999886
39,4.162999999999995
40,4.912999999999864
41,7.107999999999842
42,11.437999999999935
43,12.274000000000047
44,5.514999999999822
45,3.676999999999967
46,4.180000000000036
47,2.384999999999924
48,1.8219999999999064
49,1.6139999999999746
50,1.5859999999998406
51,1.4859999999999147
52,1.4279999999998558
53,1.4509999999999974
54,1.5379999999999294
55,1.3469999999998246
56,3.546999999999852
57,7.817999999999941
58,7.276999999999899
59,9.04199999999983
60,12.309999999999928
61,7.922999999999991
62,4.59899999999993
63,5.329999999999917
64,5.8459999999999805
65,11.666999999999828
66,9.801000000000004
67,7.341900654961617
68,4.746419306881992
69,3.1803087281504303
70,2.629190553152066
71,2.0512976382880814
72,1.6752976382880518
73,1.6290850395107483
74,1.596170079021745
75,1.4951700790216964
76,1.4741700790216943
77,1.4759496227713365
78,1.588598464265244
79,1.1059528104606764
80,3.2959592235452906
81,8.50634619954014
82,8.447335549684059
83,8.817963373653473
84,9.0210545203428
85,6.857779024073729
86,4.897768522305397
87,6.005083670534601
88,8.540879548037083
89,11.597970017232193
90,9.79124300330616
91,7.949900654961803
92,4.95541930688209
93,3.3123087281504815
94,2.815190553152045
95,2.1702976382880212
96,1.7622976382880184
97,1.6290850395109178
98,1.545170079021622
99,1.5501700790217623
100,1.5621700790216346
101,1.5859496227713334
102,1.6495984642653927
103,1.5289528104605588
104,2.3439592235454345
105,4.823346199540081
106,7.322335549684058
107,8.068963373653379
108,7.80305452034276
109,6.363779024073725
110,4.855768522305366
111,6.167083670534739
112,7.145879548037036
113,8.746970017232245
114,8.099243003306299
115,7.158900654961592
116,5.897419306882107
117,3.7603087281504894
118,2.8901905531521273
119,2.215297638287911
120,1.9802976382879856
121,1.7190850395107962
122,1.5141700790217405
123,1.484170079021533
124,1.45117007902169
125,1.4959496227713251
126,1.6055984642652554
127,0.9869528104605401
128,2.2239592235452648
129,6.579346199540147
130,7.7293355496840634
131,9.956963373653528
132,9.440054520342777
133,6.6907790240737866
134,5.1637685223053795
135,6.194083670534594
136,6.378879548036869
137,11.173970017232172
138,11.926243003306245
139,8.245900654961726
140,6.298419306881926
141,3.519999999999972
142,3.1219999999999817
143,2.595000000000112
144,2.121999999999921
145,1.8229999999997808
146,1.6499999999999628
147,1.5610000000000468
148,1.517999999999981
149,1.549999999999912
150,1.6939999999999298
151,1.0349999999999244
152,1.672999999999835
153,7.494999999999992
154,11.111999999999835
155,11.79899999999989
156,6.6970000000000525
157,9.603273350218707
158,7.238317624415363
159,7.549761802063899
160,7.405953870073638
161,13.272616948578612
162,9.776156802878802
163,14.044919601770488
164,4.2949999999998525
165,3.301999999999893
166,3.020000000000063
167,2.5899999999998604
168,2.1979999999999085
169,1.839000000000114
170,1.5619999999999057
171,1.4999999999998996
172,1.4740000000000213
173,1.5339999999998828
174,1.583000000000066
175,0.8399999999998417
176,1.7569999999998922
177,5.764999999999903
178,10.407999999999912
179,7.277999999999893
180,7.275999999999952
181,7.449570481955312
182,5.404869403645767
183,4.955009889268506
184,5.385721478760749
